BIN Number,Complaint Number,Complaint  Category,Complaint  Category Description,Priority Code,Borough Digit,Borough Name,P_HOUSE_NUMBER,P_STREET_NAME,P_ZIP,P_NUMBER_OF_STORIES,DOF Building Classification,P_FIN_BLDG_CLASS,P_FIN_STORIES,COMPLAINT_DATE,D_MONTH,D_YEAR,INSPECTION_DATE,Inspector ID,Disposition Code,Complaint Disposition Description,cnxarraycolumn,Inspector Comments,C_NOTIFICATION_TEXT,ECB Violation Number
1063612,1433020,1L,GAS UTILITY REFERRAL,D,1,Manhattan,517,WEST 179 STREET,10033,2,WALK-UP APTS:5 TO 6 FAMILIES,C2,2,9/15/2016,2,2017,2/2/2017 0:00,2339,L2,STOP WORK ORDER FULLY RESCINDED                                         N,1,SWO FULLY RESCINDED BASED ON CIVIL PENALTIES PAID AND PERMIT.,,
1063612,1433020,1L,GAS UTILITY REFERRAL,D,1,Manhattan,517,WEST 179 STREET,10033,2,WALK-UP APTS:5 TO 6 FAMILIES,C2,2,9/15/2016,9,2016,9/16/2016 0:00,2554,L1,PARTIAL STOP WORK ORDER                                                 P,0,PARTIAL STOP WORK ORDER FOR REMOVAL OF GAS PIPING IN THE CELLAR,,
1063783,1438734,1L,GAS UTILITY REFERRAL,D,1,Manhattan,551,WEST 185 STREET,10033,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,12/5/2016,1,2017,1/25/2017 0:00,2374,E6,COMPLAINT ASSIGNED TO SPECIAL OPERATIONS UNIT,0,REFER TO SPECIAL OPS,,
1063783,1438734,1L,GAS UTILITY REFERRAL,D,1,Manhattan,551,WEST 185 STREET,10033,6,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,6,12/5/2016,1,2017,1/28/2017 0:00,2773,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1,"NO VIOLATING CONDITON OBSERVED, PLUBMING PERMIT ISSUED                           #122685077-01-PL. PERMIT EXPIRES 05/05/17",,
1063834,1469256,1L,GAS UTILITY REFERRAL,D,1,Manhattan,480,AUDUBON AVENUE,10040,5,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,5,1/4/2018,2,2018,2/27/2018 0:00,2744,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"KNOCK ON DOOR, RANG DOORBELL FOR SEVERAL MINUTES NO ANSWER, POSTED NOTICE TO     CALL FOR INSPECTION,, 1ST ATTEMPT..",,
1063973,1463099,1L,GAS UTILITY REFERRAL,D,1,Manhattan,623,WEST 185 STREET,10033,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,10/17/2017,10,2017,10/26/2017 0:00,2875,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"GAINED ACCESS TO BUILDING NO ACCESS TO GAS METER ROOM TO VERIFY , LEFT NOTICE TO CALL FOR INSPECTION. 1ST ATTEMPT",,
1063973,1463099,1L,GAS UTILITY REFERRAL,D,1,Manhattan,623,WEST 185 STREET,10033,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,10/17/2017,12,2017,12/4/2017 0:00,2875,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"NO ACCESS TO GAS METER ROOM , POSTED NOTICE TO CALL FOR INSPECTION , 2ND         ATTEMPT.",,
1063985,1461481,1L,GAS UTILITY REFERRAL,D,1,Manhattan,220,WADSWORTH AVENUE,10033,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,9/26/2017,9,2017,9/26/2017 0:00,2744,A8,ECB VIOLATION SERVED,0,"AT THE TIME OF MY INSPECTION, I OBSERVED IN CELLAR AREA, 2 DRYERS, 2 WASH MACHIN E AND ONE NON-RESIDENTIAL SINK INSTALLED  ILLEGALLY, NO RECORD AT D.O.B  OF ANY  TESTS OR INSPECTION BEING PERFORM ON THE NEW OR ALTERED SYSTEM..",,35251858P
1064014,1433327,1L,GAS UTILITY REFERRAL,D,1,Manhattan,621,WEST 189 STREET,10040,5,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,5,9/20/2016,9,2016,9/21/2016 0:00,2758,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO VIOLATING CONDITIONS AT TIME OF INSPECTION,,
1064030,1440894,1L,GAS UTILITY REFERRAL,D,1,Manhattan,603,WEST  191 STREET,10040,5,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,5,1/10/2017,1,2017,1/31/2017 0:00,2374,E6,COMPLAINT ASSIGNED TO SPECIAL OPERATIONS UNIT,0,REFER TO SP OPS,,
1064030,1440894,1L,GAS UTILITY REFERRAL,D,1,Manhattan,603,WEST  191 STREET,10040,5,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,5,1/10/2017,2,2017,2/4/2017 0:00,2773,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,1,NO ACCESS LS4 POSTED ON FRONT DOOR,,
1064030,1440894,1L,GAS UTILITY REFERRAL,D,1,Manhattan,603,WEST  191 STREET,10040,5,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,5,1/10/2017,3,2017,3/4/2017 0:00,2773,C4,ACCESS DENIED - 2ND ATTEMPT,2,DENIED ACCESS BY SUPER LS4 POSTED ON FRONT DOOR ENTRANCE TO                      BUILDING,,
1064030,1447495,1L,GAS UTILITY REFERRAL,D,1,Manhattan,603,WEST  191 STREET,10040,5,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,5,4/6/2017,4,2017,4/18/2017 0:00,2695,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,PIPING FOR BOILER IS COVERED UNDER PERMIT # 122667710,,
1064054,1445822,1L,GAS UTILITY REFERRAL,D,1,Manhattan,4460,BROADWAY,10040,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,3/17/2017,3,2017,3/24/2017 0:00,2554,A8,ECB VIOLATION SERVED,0,"OVER EXCEEDING SCOPE OF WORK UNDER LAA #140618008, UPGRADING GAS METER BARS  GAS  RISER TO GAS METERS IS CLOSED AND LOCK AT TIME OF INSPECTION",,35250655K
1064054,1445822,1L,GAS UTILITY REFERRAL,D,1,Manhattan,4460,BROADWAY,10040,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,3/17/2017,3,2017,3/24/2017 0:00,2554,A8,ECB VIOLATION SERVED,0,"OVER EXCEEDING SCOPE OF WORK UNDER LAA #140618008, UPGRADING GAS METER BARS  GAS  RISER TO GAS METERS IS CLOSED AND LOCK AT TIME OF INSPECTION",,35250656M
1064086,1433834,1L,GAS UTILITY REFERRAL,D,1,Manhattan,650,WEST 189 STREET,10040,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,9/27/2016,9,2016,9/29/2016 0:00,2695,A8,ECB VIOLATION SERVED,0,"WORK WITHOUT A PERMIT; GAS PIPING, FITTINGS AND VALVES FOR LAUNDRY ROOM GAS DRYE RS IN CELLAR, NO TESTING ON GAS LINE FOR DRYERS, NO DOB CERTIFICATIONS AND INSPE CTIONS FOR GAS BEING SUPPLIED TO DRYERS AND PROHIBITED MATERIAL GAS FLEX CONNECT OR",,35182370P
1064086,1433834,1L,GAS UTILITY REFERRAL,D,1,Manhattan,650,WEST 189 STREET,10040,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,9/27/2016,9,2016,9/29/2016 0:00,2695,A8,ECB VIOLATION SERVED,0,"WORK WITHOUT A PERMIT; GAS PIPING, FITTINGS AND VALVES FOR LAUNDRY ROOM GAS DRYE RS IN CELLAR, NO TESTING ON GAS LINE FOR DRYERS, NO DOB CERTIFICATIONS AND INSPE CTIONS FOR GAS BEING SUPPLIED TO DRYERS AND PROHIBITED MATERIAL GAS FLEX CONNECT OR",,35182371R
1064086,1433834,1L,GAS UTILITY REFERRAL,D,1,Manhattan,650,WEST 189 STREET,10040,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,9/27/2016,9,2016,9/29/2016 0:00,2695,A8,ECB VIOLATION SERVED,0,"WORK WITHOUT A PERMIT; GAS PIPING, FITTINGS AND VALVES FOR LAUNDRY ROOM GAS DRYE RS IN CELLAR, NO TESTING ON GAS LINE FOR DRYERS, NO DOB CERTIFICATIONS AND INSPE CTIONS FOR GAS BEING SUPPLIED TO DRYERS AND PROHIBITED MATERIAL GAS FLEX CONNECT OR",,35182372Z
1064086,1433834,1L,GAS UTILITY REFERRAL,D,1,Manhattan,650,WEST 189 STREET,10040,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,9/27/2016,9,2016,9/29/2016 0:00,2695,A8,ECB VIOLATION SERVED,0,"WORK WITHOUT A PERMIT; GAS PIPING, FITTINGS AND VALVES FOR LAUNDRY ROOM GAS DRYE RS IN CELLAR, NO TESTING ON GAS LINE FOR DRYERS, NO DOB CERTIFICATIONS AND INSPE CTIONS FOR GAS BEING SUPPLIED TO DRYERS AND PROHIBITED MATERIAL GAS FLEX CONNECT OR",,35182374M
1064086,1434117,1L,GAS UTILITY REFERRAL,D,1,Manhattan,650,WEST 189 STREET,10040,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,9/30/2016,10,2016,10/4/2016 0:00,2744,C3,ACCESS DENIED - 1ST ATTEMPT,0,DENIED ACCESS BY MALE...,,
1064086,1434117,1L,GAS UTILITY REFERRAL,D,1,Manhattan,650,WEST 189 STREET,10040,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,9/30/2016,11,2016,11/9/2016 0:00,2744,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1,"NO OPEN ENDED PIPE OR WORK WAS DONE, AT THE TIME OF MY INSPECTION, METER VALVE   OFF AND LOCKED..",,
1064089,1455417,1L,GAS UTILITY REFERRAL,D,1,Manhattan,46,WADSWORTH TERRACE,10040,6,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,6,7/17/2017,9,2017,9/5/2017 0:00,2679,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"NO ACCESS TO APARTMENT 55. RANG BELL, KNOCKED ON DOOR- NO ANSWER. LS4 POSTED",,
1064089,1455417,1L,GAS UTILITY REFERRAL,D,1,Manhattan,46,WADSWORTH TERRACE,10040,6,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,6,7/17/2017,9,2017,9/18/2017 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,"RANG BELL TO APT # 55, NO ANSWER. FINAL ATTEMPT.",,
1064113,1446341,1L,GAS UTILITY REFERRAL,D,1,Manhattan,670,WEST 193 STREET,10040,0,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,0,3/24/2017,3,2017,3/27/2017 0:00,2758,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO VIOLATING CONDITIONS AT THE TIME OF INSPECTION; GAS WAS TURNED OFF IN 4C DUE  TO A LEAK; GAS IS STILL OFF AND LOCKED; NO NEW OR ILLEGAL PIPING; NO FURTHER ACT ION IS NECESSARY,,
1064123,1433611,1L,GAS UTILITY REFERRAL,D,1,Manhattan,47,NAGLE AVENUE,10040,6,ELEVATOR APTS:SEMI-FIREPROOF(W/O STORES),D1,6,9/23/2016,10,2016,10/3/2016 0:00,2664,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,APARTMENT NUMBER # WRONG IN COMPLAINT CORRECT APARTMENT IS 3D. NO ACCESS TO      APARTMENT 3D AT TIME OF INSPECTION,,
1064123,1433611,1L,GAS UTILITY REFERRAL,D,1,Manhattan,47,NAGLE AVENUE,10040,6,ELEVATOR APTS:SEMI-FIREPROOF(W/O STORES),D1,6,9/23/2016,11,2016,11/9/2016 0:00,2744,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1,"NO OPEN ENDED PIPE IN APT#3D AT THE TIME OF MY INSPECTION, METER VALVE OFF AND   LOCKED",,
1064217,1457372,1L,GAS UTILITY REFERRAL,D,1,Manhattan,45,THAYER STREET,10040,5,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,5,8/9/2017,8,2017,8/9/2017 0:00,2695,A8,ECB VIOLATION SERVED,0,"WORK WITHOUT A PERMIT; GAS PIPING AND FITTINGS IN GAS CELLAR METER AREA, NO      TESTING AND NO DOB CERTIFICATIONS.",,35251462Z
1064217,1457372,1L,GAS UTILITY REFERRAL,D,1,Manhattan,45,THAYER STREET,10040,5,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,5,8/9/2017,8,2017,8/9/2017 0:00,2695,A8,ECB VIOLATION SERVED,0,"WORK WITHOUT A PERMIT; GAS PIPING AND FITTINGS IN GAS CELLAR METER AREA, NO      TESTING AND NO DOB CERTIFICATIONS.",,35251463K
1064217,1457372,1L,GAS UTILITY REFERRAL,D,1,Manhattan,45,THAYER STREET,10040,5,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,5,8/9/2017,8,2017,8/9/2017 0:00,2695,A8,ECB VIOLATION SERVED,0,"WORK WITHOUT A PERMIT; GAS PIPING AND FITTINGS IN GAS CELLAR METER AREA, NO      TESTING AND NO DOB CERTIFICATIONS.",,35251464M
1064222,1453691,1L,GAS UTILITY REFERRAL,D,1,Manhattan,100,ARDEN STREET,10040,0,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,0,6/22/2017,7,2017,7/10/2017 0:00,2679,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,NO ACCESS TO APARTMENT 2C. RANG BELL- NO ANSWER. LS4 POSTED,,
1064222,1453691,1L,GAS UTILITY REFERRAL,D,1,Manhattan,100,ARDEN STREET,10040,0,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,0,6/22/2017,7,2017,7/11/2017 0:00,2758,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1,NO VIOLATING CONDITIONS AT THE TIME OF INSPECTION; METER WAS LOCKED FOR APT 2C F OR SAFETY PURPOSES; METER IS STILL LOCKED; NO NEW OR ILLEGAL PIPING; NO FURTHER  ACTION IS NECESSARY,,
1064226,1437639,1L,GAS UTILITY REFERRAL,D,1,Manhattan,4740,BROADWAY,10040,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,11/17/2016,12,2016,12/14/2016 0:00,2758,A3,FULL STOP WORK ORDER SERVED                                             F,0,FULL STOP WORK ORDER ISSUED FOR RIGHT OF ENTRY DENIAL; WORKER REFUSED TO OPEN DO OR TO APT C42; JOB#122883567 IS FOR THE RENOVATION FOR APT C42,,
1064226,1437639,1L,GAS UTILITY REFERRAL,D,1,Manhattan,4740,BROADWAY,10040,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,11/17/2016,12,2016,12/15/2016 0:00,2679,L2,STOP WORK ORDER FULLY RESCINDED                                         N,1,WORK ON GAS LINE IN APARTMENT C42 COVERED BY PERMIT#122883567. STOP WORK ORDER   FULLY RESCINDED,,
1064229,1434468,1L,GAS UTILITY REFERRAL,D,1,Manhattan,190,DYCKMAN STREET,10040,1,STORE BUILDING: ONE STORY,K1,1,10/5/2016,1,2017,1/26/2017 0:00,2720,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,TENANTS DON'T HAVE ACCESS TO GAS METER ROOM. FINAL ATTEMPT.,,
1064229,1434468,1L,GAS UTILITY REFERRAL,D,1,Manhattan,190,DYCKMAN STREET,10040,1,STORE BUILDING: ONE STORY,K1,1,10/5/2016,12,2016,12/14/2016 0:00,2758,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,TENANTS DO NOT HAVE ACCESS TO GAS METERS; LANDLORD HAS THE ACCESS AND HE WAS NOT AT LOCATION,,
1064254,1472768,1L,GAS UTILITY REFERRAL,D,1,Manhattan,723,WEST 177 STREET,10033,5,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,5,2/20/2018,3,2018,3/5/2018 0:00,2875,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"RANG BELLS KNOCKED ON DOOR NO ANSWER , POSTED NOTICE TO CALL FOR INSPECTION ,    1ST ATTEMPT.",,
1064270,1454430,1L,GAS UTILITY REFERRAL,D,1,Manhattan,701,WEST 179 STREET,10033,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,7/3/2017,7,2017,7/10/2017 0:00,2679,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,NEEDED MORE INFORMATION. WHAT APARTMENT?,,
1064270,1454430,1L,GAS UTILITY REFERRAL,D,1,Manhattan,701,WEST 179 STREET,10033,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,7/3/2017,9,2017,9/5/2017 0:00,2679,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1,NO SUPER AT SITE. RANG BELLS- NO ANSWER. MORE INFORMATION NEEDED. WHAT           APARTMENT?,,
1064355,1435560,1L,GAS UTILITY REFERRAL,D,1,Manhattan,189,PINEHURST AVENUE,10033,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,10/20/2016,11,2016,11/29/2016 0:00,2744,C3,ACCESS DENIED - 1ST ATTEMPT,0,ACCESS DENIED BY FEMALE IN APT.1C,,35182434P
1064355,1435560,1L,GAS UTILITY REFERRAL,D,1,Manhattan,189,PINEHURST AVENUE,10033,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,10/20/2016,11,2016,11/30/2016 0:00,2679,A8,ECB VIOLATION SERVED,1,VIOLATION SERVED FOR WORK WITHOUT PERMIT ON GAS LINE FOR DRYERS IN LAUNDRY ROOM.  GAS METER VALVE WAS LOCKED BY UTILITY COMPANY BEFORE INSPECTION,,35182434P
1064360,1461737,1L,GAS UTILITY REFERRAL,D,1,Manhattan,555,FT WASHINGTON AVENUE,10033,5,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,5,9/28/2017,10,2017,10/5/2017 0:00,2695,A8,ECB VIOLATION SERVED,0,"GAS FLEX IN BASEMENT WAS NOT CONNECTED TO ANYTHING AT TIME OF INSPECTION. WORK W ITHOUT A PERMIT; GAS VALVE BEHIND STOVE IN APT #1C, GAS IS OFF TO APARTMENT AT M ETER",,35251893K
1064418,1470639,1L,GAS UTILITY REFERRAL,D,1,Manhattan,41,BENNETT AVENUE,10033,6,ELEVATOR APTS:SEMI-FIREPROOF(W/O STORES),D1,6,1/23/2018,2,2018,2/26/2018 0:00,2720,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,"RANG BELL TO APT # 46, NO ANSWER. NOTICE LEFT, 1ST ATTEMPT.",,
1064488,1463782,1L,GAS UTILITY REFERRAL,D,1,Manhattan,426,WEST  202 STREET,10034,2,MISCELLANEOUS STORE BUILDINGS,K9,2,10/25/2017,10,2017,10/25/2017 0:00,2744,A8,ECB VIOLATION SERVED,0,"I OBSERVED ON THE 1ST FLOOR KITCHEN AREA GAS BEING SUPPLIED TO 6 COMMERCIAL COOK ING EQUIPMENT, A HOT WATER HEATER AND 3 HVAC UNITS, WHICH NO GAS AUTHORIZATION F ROM D.O.B TO TURN GAS BACK ON...",,35268106N
1064488,1463782,1L,GAS UTILITY REFERRAL,D,1,Manhattan,426,WEST  202 STREET,10034,2,MISCELLANEOUS STORE BUILDINGS,K9,2,10/25/2017,10,2017,10/25/2017 0:00,2744,A8,ECB VIOLATION SERVED,0,"I OBSERVED ON THE 1ST FLOOR KITCHEN AREA GAS BEING SUPPLIED TO 6 COMMERCIAL COOK ING EQUIPMENT, A HOT WATER HEATER AND 3 HVAC UNITS, WHICH NO GAS AUTHORIZATION F ROM D.O.B TO TURN GAS BACK ON...",,35268107P
1064488,1463782,1L,GAS UTILITY REFERRAL,D,1,Manhattan,426,WEST  202 STREET,10034,2,MISCELLANEOUS STORE BUILDINGS,K9,2,10/25/2017,10,2017,10/25/2017 0:00,2744,A8,ECB VIOLATION SERVED,0,"I OBSERVED ON THE 1ST FLOOR KITCHEN AREA GAS BEING SUPPLIED TO 6 COMMERCIAL COOK ING EQUIPMENT, A HOT WATER HEATER AND 3 HVAC UNITS, WHICH NO GAS AUTHORIZATION F ROM D.O.B TO TURN GAS BACK ON...",,35268108R
1064495,1454520,1L,GAS UTILITY REFERRAL,D,1,Manhattan,3801,10 AVENUE,10034,0,STORE BUILDING: ONE STORY,K1,0,7/5/2017,7,2017,7/10/2017 0:00,2679,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO VIOLATING CONDITION OBSERVED AT TIME OF INSPECTION. ALL WORK COVERED BY       PERMIT # 122911448. ALL GAS METERS - LOCKED,,
1064651,2243195,1L,GAS UTILITY REFERRAL,D,2,Bronx,26,FT CHARLES PLACE,10463,4,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,4,5/12/2017,5,2017,5/26/2017 0:00,2758,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,NO ANSWER TO BELLS OR KNOCKS,,
1064651,2243195,1L,GAS UTILITY REFERRAL,D,2,Bronx,26,FT CHARLES PLACE,10463,4,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,4,5/12/2017,5,2017,5/31/2017 0:00,2758,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1,NO VIOLATING CONDITIONS AT THE TIME OF INSPECTION; GAS WAS TURNED OFF IN APT 5D  DUE TO A GAS LEAK THAT STARTED A FIRE IN THE APT; GAS IS STILL OFF AT THIS TIME;  NO NEW OR ILLEGAL PIPING; NO FURTHER ACTION IS NECESSARY,,
1064719,1439344,1L,GAS UTILITY REFERRAL,D,1,Manhattan,101,DYCKMAN STREET,10040,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,12/14/2016,1,2017,1/5/2017 0:00,2554,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,ALL WORK COVERED UNDER PERMIT #122764909,,
1064719,1444367,1L,GAS UTILITY REFERRAL,D,1,Manhattan,101,DYCKMAN STREET,10040,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,2/27/2017,3,2017,3/4/2017 0:00,2758,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO VIOLATING CONDITIONS AT THE TIME OF INSPECTION; ALL WORK WAS DONE UNDER JOB#  122764909; UTILITY INSTALLED NEW COMMERCIAL METER FOR RESTAURANT ON 2/28/17; NO  FURTHER ACTION NECESSARY,,
1064736,1435447,1L,GAS UTILITY REFERRAL,D,1,Manhattan,121,POST AVENUE,10034,5,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,5,10/19/2016,12,2016,12/14/2016 0:00,2758,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,NO VIOLATING CONDITIONS AT THE TIME OF INSPECTION; GAS IS STILL TURNED OFF,,
1064737,1450484,1L,GAS UTILITY REFERRAL,D,1,Manhattan,123,POST AVENUE,10034,5,WALK-UP APTS:OVER 6 FAMILIES(W/O STORES),C1,5,5/12/2017,6,2017,6/21/2017 0:00,2679,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,ALL WORK ON GAS LINE COVERED BY LLA# 140650515,,
1064793,1469343,1L,GAS UTILITY REFERRAL,D,1,Manhattan,521,WEST 207 STREET,10034,2,STORE BUILDING: TWO STORY OR STORE/OFFICE,K2,2,1/5/2018,2,2018,2/24/2018 0:00,2875,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0,"NO VIOLATING CONDITION OBSERVED AT TIME OF INSPECTION ,NEW GAS WORK IS DONE      UNDER APPLICATION #122721625.",,
1064875,1429976,1L,GAS UTILITY REFERRAL,D,1,Manhattan,5008,BROADWAY,10034,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,8/4/2016,8,2016,8/19/2016 0:00,2722,L1,PARTIAL STOP WORK ORDER                                                 P,0,"VIOLATIONS ISSUED FOR WORK WITHOUT , FAILURE TO MAINTAIN BUILDING. NEW GAS PIPIN G IN LAUNDRY ROOM TO GAS FIRED DRYERS, ALSO BUSHING ON METER, GAS FLEX HOSES TO  GAS FIRED DRYERS, PARTIAL STOP WORK ORDER FOR GAS WORK",,35181896P
1064875,1429976,1L,GAS UTILITY REFERRAL,D,1,Manhattan,5008,BROADWAY,10034,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,8/4/2016,8,2016,8/19/2016 0:00,2722,L1,PARTIAL STOP WORK ORDER                                                 P,0,"VIOLATIONS ISSUED FOR WORK WITHOUT , FAILURE TO MAINTAIN BUILDING. NEW GAS PIPIN G IN LAUNDRY ROOM TO GAS FIRED DRYERS, ALSO BUSHING ON METER, GAS FLEX HOSES TO  GAS FIRED DRYERS, PARTIAL STOP WORK ORDER FOR GAS WORK",,35181897R
1064875,1449162,1L,GAS UTILITY REFERRAL,D,1,Manhattan,5008,BROADWAY,10034,6,ELEVATOR APTS:SEMI-FIREPROOF(W STORES),D7,6,4/27/2017,4,2017,4/27/2017 0:00,2679,A8,ECB VIOLATION SERVED,0,VIOLATION SERVED FOR FAILURE TO HAVE ALTERED SYSTEM TESTED- NO ALL PLUMBING      INSPECTIONS UNDER PERMIT# 122464555,,35251029H
1064932,1436273,1L,GAS UTILITY REFERRAL,D,1,Manhattan,581,WEST 207 STREET,10034,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,10/28/2016,10,2016,10/31/2016 0:00,2722,C3,ACCESS DENIED - 1ST ATTEMPT,0,MALE STATES HE HAS NO ACCESS TO BASMT 1ST ATTEMPT,,
1064932,1436273,1L,GAS UTILITY REFERRAL,D,1,Manhattan,581,WEST 207 STREET,10034,5,WALK-UP APTS:OVER 6 FAMILIES(W STORES),C7,5,10/28/2016,11,2016,11/23/2016 0:00,2722,C4,ACCESS DENIED - 2ND ATTEMPT,1,MALE STATES HAS NO ACCESS BSMT FINAL ATTEMPT,,
1064989,1436179,1L,GAS UTILITY REFERRAL,D,1,Manhattan,98,COOPER STREET,10034,6,ELEVATOR APTS:SEMI-FIREPROOF(W/O STORES),D1,6,10/27/2016,11,2016,11/9/2016 0:00,2744,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0,KNOCKED ON DOOR RANG DOORBELL NO ANSWER...,,35203832K
1064989,1436179,1L,GAS UTILITY REFERRAL,D,1,Manhattan,98,COOPER STREET,10034,6,ELEVATOR APTS:SEMI-FIREPROOF(W/O STORES),D1,6,10/27/2016,11,2016,11/10/2016 0:00,2722,A8,ECB VIOLATION SERVED,1,"VIOLATION ISSUED FOR WORK WITHOUT PERMIT. IN THE CELLAR NEW GAS VALVES INSTALLED  ON GAS METERS, ALSO IN APT 3C NEW GAS VALVE INSTALLED BEHIND GAS STOVE",,35203832K
1065003,1461982,1L,GAS UTILITY REFERRAL,D,1,Manhattan,10,PARK TERRACE EAST,10034,6,ELEVATOR APTS:SEMI-FIREPROOF(W/O STORES),D1,6,10/2/2017,10,2017,10/5/2017 0:00,2695,A8,ECB VIOLATION SERVED,0,"WORK WITHOUT A PERMIT; APT 4J, WATER SHUT OFF VALVES IN BATHROOM AND KITCHEN AND  GAS VALVE FOR STOVE IN KITCHEN. AS PER UTILITY COMPANY REFERRAL GAS HAS BEEN SH UT AND LOCKED IN BASEMENT",,35251892Z
